2.000000000000000000e+00,0.000000000000000000e+00,1.650942332313073280e+01,0.000000000000000000e+00,-1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.650942332313073280e+01,8.400000000000000355e+00,-8.109423323130732442e+00,8.400000000000000355e+00,4.651404723598865587e+00,8.400000000000000355e+00,8.109423323130730665e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,8.400000000000000355e+00,1.650942332313073280e+01,1.889999999999999858e+01,-6.009423323130734573e+00,1.049999999999999822e+01,5.439362508587658240e+00,1.050000000000000000e+01,6.009423323130731909e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,1.889999999999999858e+01,1.650942332313073280e+01,2.100000000000000000e+01,-1.440942332313073138e+01,2.100000000000001421e+00,6.682575823405878523e-01,2.100000000000000089e+00,1.440942332313073138e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,2.100000000000000000e+01,1.650942332313073280e+01,2.100000000000000000e+01,-1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,2.100000000000000000e+01,1.650942332313073280e+01,2.100000000000000000e+01,-1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.250000000000000000e+00,1.125942332313073102e+01,2.605808162954159624e+00,5.250000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,2.100000000000000000e+01,1.650942332313073280e+01,3.044999999999999929e+01,-7.059423323130733507e+00,9.449999999999999289e+00,5.032157920113231597e+00,9.449999999999999289e+00,7.059423323130731731e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,3.044999999999999929e+01,1.650942332313073280e+01,3.044999999999999929e+01,-1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,3.044999999999999929e+01,1.650942332313073280e+01,3.044999999999999929e+01,-1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
2.000000000000000000e+00,3.044999999999999929e+01,1.650942332313073280e+01,3.044999999999999929e+01,-1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650942332313073280e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,5.094233231307315757e-01
